text,text_pair,label_traceability_gap,label_validation_gap,label_design_inconsistency,label_environmental_dependency,label_serviceability_impact,label_operational_risk
DEMO-REQ-20106-3: electric wheel drive shall report the wheel-end temperature channel during dry workshop apron. Acceptance DEMO-REQ-20106-3: checks signal timing and recorded state alignment.,DEMO-EVID-30106 commissioning note: dry workshop apron run captured the wheel-end temperature channel on the service laptop for DEMO-REQ-20106-3. Recorded state changes matched the requested sequence for DEMO-REQ-20106-3. Cold-start behavior was not part of this record and is tracked under a separate demo item for DEMO-REQ-20106-3.,0,0,0,0,0,0
DEMO-REQ-20463-0: lidar and radar fusion unit shall enter a protective state when lidar and radar fusion unit confidence is outside the release band during corrugated haul-road vibration. Acceptance DEMO-REQ-20463-0: protective-state timing and restart permission.,Simulation file DEMO-EVID-30463 describes a controlled full stop before restart authorization for the lidar and radar fusion unit during corrugated haul-road vibration for DEMO-REQ-20463-0. Response protects the machine state but changes what downstream dispatch sees for DEMO-REQ-20463-0.,1,0,0,0,0,1
DEMO-REQ-20385-1: safe-stop controller shall notify fleet supervision before safe-stop controller behaviour reduces truck availability during production dispatch monitoring. Acceptance DEMO-REQ-20385-1: alert lead time and event context.,DEMO-EVID-30385 QA note: positive result for bring the truck to a controlled stop after an exclusion-zone warning during personnel-zone warning input against DEMO-REQ-20385-1. Not evaluated: continue at limited crawl after a non-critical perception warning in single-channel perception degradation although the hardware configuration is otherwise comparable for DEMO-REQ-20385-1.,1,1,0,0,0,1
Release item DEMO-REQ-20337-1: factory acceptance test station shall verify software configuration before the truck leaves production when end-of-line production test is active. Review DEMO-REQ-20337-1: checks configuration hash and test record linkage.,DEMO-EVID-30337 campaign: shortened profile for verify software configuration before the truck leaves production in end-of-line production test against DEMO-REQ-20337-1. Result looked stable; the run length was selected for screening rather than release endurance for DEMO-REQ-20337-1.,0,1,0,1,0,0
Verification item DEMO-REQ-20254-1: GNSS-denied localization module must notify fleet supervision before GNSS-denied localization module behaviour reduces truck availability in production dispatch monitoring. Review DEMO-REQ-20254-1: alert lead time and event context.,DEMO-EVID-30254 QA note: positive result for resume map alignment after leaving a covered approach during transition back to open-sky operation against DEMO-REQ-20254-1. Not evaluated: maintain pose quality without satellite reference in covered crusher approach although the hardware configuration is otherwise comparable for DEMO-REQ-20254-1.,1,1,0,0,0,1
DEMO-REQ-20491-1: charging station handshake module must exchange charging limits before current ramp-up for standard charging-bay communication. Acceptance DEMO-REQ-20491-1: message order and limit agreement.,DEMO-EVID-30491 implementation review: recorded thermal self-protection before the next dispatch command after temporary station queue delay against DEMO-REQ-20491-1. Engineering accepted the protective response; remote recovery timing for a separate check for DEMO-REQ-20491-1.,0,1,0,1,0,0
DEMO-REQ-20065-0: regenerative braking controller shall display the regen acceptance limit during steady downhill segment. Acceptance DEMO-REQ-20065-0: checks recorded value stability during the requested window.,DEMO-EVID-30065 validation memo: steady downhill segment run captured the regen acceptance limit on the energy balance sheet for DEMO-REQ-20065-0. Reviewers closed the observation after comparing the requested case with the captured run for DEMO-REQ-20065-0. Aborted sessions were excluded because the requirement names only the nominal stop case for DEMO-REQ-20065-0.,0,0,0,0,0,0
Release item DEMO-REQ-20451-3: charging station handshake module shall inform dispatch when station authorization is delayed when temporary station queue delay is active. Review DEMO-REQ-20451-3: checks dispatch status and timeout escalation.,DEMO-EVID-30451 package: used the charging station handshake module setup for temporary station queue delay and recorded stable dispatch status and timeout escalation against DEMO-REQ-20451-3. Open item: standard charging-bay communication and the related exchange charging limits before current ramp-up sequence for a later campaign for DEMO-REQ-20451-3.,0,0,0,1,0,1
Customer constraint DEMO-REQ-20113-2: charging station handshake module shall allow remote product support to classify faults involving the station communication gateway before dispatching parts under customer-site troubleshooting. Evidence DEMO-REQ-20113-2: fault context completeness and remote retrieval time.,DEMO-EVID-30113 implementation review: recorded a local reset before remote tools can read the final status after temporary station queue delay against DEMO-REQ-20113-2. Engineering accepted the protective response; remote recovery timing for a separate check for DEMO-REQ-20113-2.,0,0,1,0,1,0
Customer constraint DEMO-REQ-20259-1: battery thermal management system shall complete two uphill loaded cycles without thermal power reduction under high ambient temperature with full payload. Evidence DEMO-REQ-20259-1: coolant temperature and derating state.,Simulation file DEMO-EVID-30259 describes a cleaning sequence that pauses part of the active view for the battery thermal management system during short dwell time between haul and charge for DEMO-REQ-20259-1. Response protects the machine state but changes what downstream dispatch sees for DEMO-REQ-20259-1.,0,1,0,1,0,0
DEMO-REQ-20047-1: high-voltage battery pack must limit cell-temperature spread during repeated haul cycles for alternating loaded and unloaded cycles. Acceptance DEMO-REQ-20047-1: cell delta and balancing state.,Simulation file DEMO-EVID-30047 describes thermal self-protection before the next dispatch command for the high-voltage battery pack during planned field-service replacement for DEMO-REQ-20047-1. Response protects the machine state but changes what downstream dispatch sees for DEMO-REQ-20047-1.,0,1,0,1,0,0
Release item DEMO-REQ-20444-1: GNSS-denied localization module shall notify fleet supervision before GNSS-denied localization module behaviour reduces truck availability when production dispatch monitoring is active. Review DEMO-REQ-20444-1: checks alert lead time and event context.,Assessment DEMO-EVID-30444 reports stable behaviour first and reduced margin after high ambient temperature for DEMO-REQ-20444-1. Reviewers noted that the finding matters only when the requirement relies on that operating condition for DEMO-REQ-20444-1.,0,0,0,1,0,0
DEMO-REQ-20101-2: route-planning module must keep the loaded vehicle inside the downhill speed envelope for long downhill grade with variable payload. Acceptance DEMO-REQ-20101-2: speed overshoot and brake blending.,DEMO-EVID-30101 evidence note: exercised recalculate a haul segment after a temporary lane restriction in revised virtual lane boundary; path refresh time and route acceptance stayed within the review window against DEMO-REQ-20101-2. Scope note: long downhill grade with variable payload and keep the loaded vehicle inside the downhill speed envelope were not part of this run for DEMO-REQ-20101-2.,1,1,0,1,0,0
DEMO-REQ-20089-2: regenerative braking controller must blend regenerative and friction braking on downhill hauls for long descending haul road with high payload. Acceptance DEMO-REQ-20089-2: brake balance and speed stability.,Document package DEMO-EVID-30089 was filed under the previous requirement revision for DEMO-REQ-20089-2. Measured behaviour is technically comparable and the reviewer added a side table relating old and current acceptance wording for DEMO-REQ-20089-2.,1,1,0,0,0,0
DEMO-REQ-20256-1: factory acceptance test station shall verify software configuration before the truck leaves production during end-of-line production test. Acceptance DEMO-REQ-20256-1: configuration hash and test record linkage.,DEMO-EVID-30256 campaign: shortened profile for verify software configuration before the truck leaves production in end-of-line production test against DEMO-REQ-20256-1. Result looked stable; the run length was selected for screening rather than release endurance for DEMO-REQ-20256-1.,0,1,0,1,0,1
DEMO-REQ-20297-3: payload estimation system shall notify fleet supervision before payload estimation system behaviour reduces truck availability during production dispatch monitoring. Acceptance DEMO-REQ-20297-3: alert lead time and event context.,DEMO-EVID-30297 QA note: positive result for update energy forecast after payload is measured at loading during loaded departure from the shovel area against DEMO-REQ-20297-3. Not evaluated: avoid false overload messages during short suspension oscillations in rough-road suspension movement although the hardware configuration is otherwise comparable for DEMO-REQ-20297-3.,0,1,0,0,0,0
DEMO-REQ-20310-2: perception sensor cluster must detect a stationary service vehicle at the edge of the travel corridor for nominal apron visibility. Acceptance DEMO-REQ-20310-2: detection confidence and classification stability.,DEMO-EVID-30310 vehicle record: right subsystem is named; sensitivity appears after mud accumulation for DEMO-REQ-20310-2. Result supports a bounded claim; weak for an unconditional release statement for DEMO-REQ-20310-2.,0,0,0,0,0,1
Customer constraint DEMO-REQ-20295-1: service access panel layout shall avoid contact with high-voltage covers during routine inspection under routine low-voltage service walkdown. Evidence DEMO-REQ-20295-1: clearance marking and cover separation.,Simulation file DEMO-EVID-30295 describes thermal self-protection before the next dispatch command for the service access panel layout during routine low-voltage service walkdown for DEMO-REQ-20295-1. Response protects the machine state but changes what downstream dispatch sees for DEMO-REQ-20295-1.,0,0,1,0,0,1
DEMO-REQ-20442-3: perception sensor cluster shall notify fleet supervision before perception sensor cluster behaviour reduces truck availability during production dispatch monitoring. Acceptance DEMO-REQ-20442-3: alert lead time and event context.,Assessment DEMO-EVID-30442 reports stable behaviour first and reduced margin after cold soak for DEMO-REQ-20442-3. Reviewers noted that the finding matters only when the requirement relies on that operating condition for DEMO-REQ-20442-3.,0,0,0,1,0,1
DEMO-REQ-20490-3: GNSS-denied localization module must allow field technicians to inspect or replace the localization reference unit without unnecessary disassembly for planned customer-site service. Acceptance DEMO-REQ-20490-3: access time and diagnostic confidence.,Service trial DEMO-EVID-30490 completed safely with the localization reference unit for DEMO-REQ-20490-3. It required a guarded access step and the diagnostic wording did not separate configuration error from hardware replacement for DEMO-REQ-20490-3.,0,0,1,0,1,0
Customer constraint DEMO-REQ-20247-3: route-planning module shall notify fleet supervision before route-planning module behaviour reduces truck availability under production dispatch monitoring. Evidence DEMO-REQ-20247-3: alert lead time and event context.,DEMO-EVID-30247 evidence note: exercised keep the loaded vehicle inside the downhill speed envelope in long downhill grade with variable payload; speed overshoot and brake blending stayed within the review window against DEMO-REQ-20247-3. Scope note: revised virtual lane boundary and recalculate a haul segment after a temporary lane restriction were not part of this run for DEMO-REQ-20247-3.,1,1,0,0,0,0
DEMO-REQ-20109-1: cooling pump controller shall publish the pump speed feedback during pilot fleet replay. Acceptance DEMO-REQ-20109-1: checks repeatability across the agreed demonstration sequence.,DEMO-EVID-30109 supplier-quality screen: pilot fleet replay run captured the pump speed feedback on the remote diagnostic screen for DEMO-REQ-20109-1. Dashboard values matched the archived vehicle stream for DEMO-REQ-20109-1. Higher payload classes remain outside this acceptance check by design for DEMO-REQ-20109-1.,0,0,0,0,0,0
Verification item DEMO-REQ-20017-3: software update manager must roll back an autonomous-control package after unsuccessful deployment in interrupted over-the-air update. Review DEMO-REQ-20017-3: rollback completion and restart state.,DEMO-EVID-30017 package: used the software update manager setup for interrupted over-the-air update and recorded stable rollback completion and restart state against DEMO-REQ-20017-3. Open item: mixed-module software staging and the related keep calibration identifiers aligned across perception and planning modules sequence for a later campaign for DEMO-REQ-20017-3.,0,0,0,1,0,1
DEMO-REQ-20475-0: software update manager shall notify fleet supervision before software update manager behaviour reduces truck availability during production dispatch monitoring. Acceptance DEMO-REQ-20475-0: alert lead time and event context.,DEMO-EVID-30475 evidence note: exercised roll back an autonomous-control package after unsuccessful deployment in interrupted over-the-air update; rollback completion and restart state stayed within the review window against DEMO-REQ-20475-0. Scope note: mixed-module software staging and keep calibration identifiers aligned across perception and planning modules were not part of this run for DEMO-REQ-20475-0.,1,1,0,0,0,1
DEMO-REQ-20268-0: traction inverter must allow remote product support to classify faults involving the inverter cooling plate before dispatching parts for customer-site troubleshooting. Acceptance DEMO-REQ-20268-0: fault context completeness and remote retrieval time.,DEMO-EVID-30268 implementation review: recorded a conservative torque reduction until the warning clears after repeated low-speed ramp starts against DEMO-REQ-20268-0. Engineering accepted the protective response; remote recovery timing for a separate check for DEMO-REQ-20268-0.,0,0,1,0,1,0
DEMO-REQ-20029-3: regenerative braking controller must compare the previous and current acceptance records for the regenerative braking controller for requirements revision review. Acceptance DEMO-REQ-20029-3: documented equivalence of the acceptance basis.,DEMO-EVID-30029 archive: old revision wording is present with a mapping note for DEMO-REQ-20029-3. Numbers look relevant; the current release line is not always named in the individual tables for DEMO-REQ-20029-3.,1,0,0,0,0,1
Release item DEMO-REQ-20079-3: electric wheel drive shall maintain propulsion availability after a temperature warning when continued loaded haul at reduced torque is active. Review DEMO-REQ-20079-3: checks available torque and fault escalation.,DEMO-EVID-30079 archive: old revision wording is present with a mapping note for DEMO-REQ-20079-3. Numbers look relevant; the current release line is not always named in the individual tables for DEMO-REQ-20079-3.,1,0,0,0,0,1
Release item DEMO-REQ-20378-0: payload estimation system shall update energy forecast after payload is measured at loading when loaded departure from the shovel area is active. Review DEMO-REQ-20378-0: checks energy forecast error and payload timestamp.,Trial DEMO-EVID-30378 follows the requested signal path and then introduces cold soak for DEMO-REQ-20378-0. Measured margin moves close to the decision band but no hard stop occurs in the short observation window for DEMO-REQ-20378-0.,0,0,0,0,0,0
DEMO-REQ-20088-1: charging connector assembly shall acknowledge the connector lock status during baseline haul-road grade. Acceptance DEMO-REQ-20088-1: checks dashboard agreement with the controller log.,DEMO-EVID-30088 FAT record: baseline haul-road grade run captured the connector lock status on the charger handover page for DEMO-REQ-20088-1. The station and vehicle traces ended with the same accepted status for DEMO-REQ-20088-1. Mud spray was noted in the logbook but did not enter this requested checkout for DEMO-REQ-20088-1.,0,0,0,0,0,0
Release item DEMO-REQ-20420-1: route-planning module shall allow field technicians to inspect or replace the route configuration package without unnecessary disassembly when planned customer-site service is active. Review DEMO-REQ-20420-1: checks access time and diagnostic confidence.,Document package DEMO-EVID-30420 was filed under the previous requirement revision for DEMO-REQ-20420-1. Measured behaviour is technically comparable and the reviewer added a side table relating old and current acceptance wording for DEMO-REQ-20420-1.,1,0,0,0,1,0
DEMO-REQ-20279-2: electric wheel drive shall compare the previous and current acceptance records for the electric wheel drive during requirements revision review. Acceptance DEMO-REQ-20279-2: documented equivalence of the acceptance basis.,Document package DEMO-EVID-30279 was filed under the previous requirement revision for DEMO-REQ-20279-2. Measured behaviour is technically comparable and the reviewer added a side table relating old and current acceptance wording for DEMO-REQ-20279-2.,1,0,0,0,1,0
Verification item DEMO-REQ-20078-1: payload estimation system must update energy forecast after payload is measured at loading in loaded departure from the shovel area. Review DEMO-REQ-20078-1: energy forecast error and payload timestamp.,Assessment DEMO-EVID-30078 reports stable behaviour first and reduced margin after high ambient temperature for DEMO-REQ-20078-1. Reviewers noted that the finding matters only when the requirement relies on that operating condition for DEMO-REQ-20078-1.,0,1,1,1,0,1
Release item DEMO-REQ-20101-0: route-planning module shall notify fleet supervision before route-planning module behaviour reduces truck availability when production dispatch monitoring is active. Review DEMO-REQ-20101-0: checks alert lead time and event context.,DEMO-EVID-30101 package: used the route-planning module setup for revised virtual lane boundary and recorded stable path refresh time and route acceptance against DEMO-REQ-20101-0. Open item: long downhill grade with variable payload and the related keep the loaded vehicle inside the downhill speed envelope sequence for a later campaign for DEMO-REQ-20101-0.,1,1,0,0,0,1
DEMO-REQ-20416-1: megawatt charging interface shall store the charge-current ramp state during empty return leg. Acceptance DEMO-REQ-20416-1: checks station log alignment with the vehicle event stream.,DEMO-EVID-30416 field support note: empty return leg run captured the charge-current ramp state on the station trace for DEMO-REQ-20416-1. The replayed vehicle log followed the acceptance sequence without manual correction for DEMO-REQ-20416-1. Service-panel removal was not exercised because no access task is required by the item for DEMO-REQ-20416-1.,0,0,0,0,0,0
Customer constraint DEMO-REQ-20276-3: factory acceptance test station shall verify software configuration before the truck leaves production under end-of-line production test. Evidence DEMO-REQ-20276-3: configuration hash and test record linkage.,Trial DEMO-EVID-30276 follows the requested signal path and then introduces charging-bay humidity for DEMO-REQ-20276-3. Measured margin moves close to the decision band but no hard stop occurs in the short observation window for DEMO-REQ-20276-3.,0,0,0,1,0,1
Customer constraint DEMO-REQ-20222-1: traction inverter shall allow field technicians to inspect or replace the inverter cooling plate without unnecessary disassembly under planned customer-site service. Evidence DEMO-REQ-20222-1: access time and diagnostic confidence.,Service trial DEMO-EVID-30222 completed safely with the inverter cooling plate for DEMO-REQ-20222-1. It required a guarded access step and the diagnostic wording did not separate configuration error from hardware replacement for DEMO-REQ-20222-1.,0,0,1,0,1,1
DEMO-REQ-20218-3: payload estimation system shall avoid false overload messages during short suspension oscillations during rough-road suspension movement. Acceptance DEMO-REQ-20218-3: overload message persistence and event filtering.,DEMO-EVID-30218 field log: repeatable restriction recorded in rough-road suspension movement against DEMO-REQ-20218-3. Telemetry preserved the event sequence and dispatch delay; the record is outside some neighbouring acceptance cases for DEMO-REQ-20218-3.,1,0,0,0,0,1
DEMO-REQ-20298-0: payload estimation system shall update energy forecast after payload is measured at loading during loaded departure from the shovel area. Acceptance DEMO-REQ-20298-0: energy forecast error and payload timestamp.,Trial DEMO-EVID-30298 follows the requested signal path and then introduces thermal cycling for DEMO-REQ-20298-0. Measured margin moves close to the decision band but no hard stop occurs in the short observation window for DEMO-REQ-20298-0.,0,0,0,0,1,1
Release item DEMO-REQ-20034-1: perception sensor cluster shall detect a stationary service vehicle at the edge of the travel corridor when nominal apron visibility is active. Review DEMO-REQ-20034-1: checks detection confidence and classification stability.,DEMO-EVID-30034 package: used the perception sensor cluster setup for wind-blown dust during shift change and recorded stable temporary blind-zone duration against DEMO-REQ-20034-1. Open item: nominal apron visibility and the related detect a stationary service vehicle at the edge of the travel corridor sequence for a later campaign for DEMO-REQ-20034-1.,1,1,0,1,0,0
DEMO-REQ-20470-3: megawatt charging interface shall enter a protective state when megawatt charging interface confidence is outside the release band during interrupted charging after connector temperature warning. Acceptance DEMO-REQ-20470-3: protective-state timing and restart permission.,Simulation file DEMO-EVID-30470 describes thermal self-protection before the next dispatch command for the megawatt charging interface during interrupted charging after connector temperature warning for DEMO-REQ-20470-3. Response protects the machine state but changes what downstream dispatch sees for DEMO-REQ-20470-3.,0,0,0,0,0,0
DEMO-REQ-20179-3: traction inverter shall enter a protective state when traction inverter confidence is outside the release band during repeated low-speed ramp starts. Acceptance DEMO-REQ-20179-3: protective-state timing and restart permission.,DEMO-EVID-30179 implementation review: recorded a controlled full stop before restart authorization after repeated low-speed ramp starts against DEMO-REQ-20179-3. Engineering accepted the protective response; remote recovery timing for a separate check for DEMO-REQ-20179-3.,1,0,0,0,0,1
Verification item DEMO-REQ-20427-0: high-voltage battery pack must limit cell-temperature spread during repeated haul cycles in alternating loaded and unloaded cycles. Review DEMO-REQ-20427-0: cell delta and balancing state.,DEMO-EVID-30427 screen: exercised limit cell-temperature spread during repeated haul cycles under alternating loaded and unloaded cycles; no anomaly logged against DEMO-REQ-20427-0. Reviewer note: the duration was intentionally reduced to protect prototype availability for DEMO-REQ-20427-0.,1,1,0,0,0,0
Customer constraint DEMO-REQ-20173-3: autonomous haulage controller shall hold route accuracy through a loading-zone transition under dust at the loading berm. Evidence DEMO-REQ-20173-3: route deviation and command continuity.,Document package DEMO-EVID-30173 was filed under the previous requirement revision for DEMO-REQ-20173-3. Measured behaviour is technically comparable and the reviewer added a side table relating old and current acceptance wording for DEMO-REQ-20173-3.,1,0,0,0,1,0
Verification item DEMO-REQ-20094-3: service access panel layout must avoid contact with high-voltage covers during routine inspection in routine low-voltage service walkdown. Review DEMO-REQ-20094-3: clearance marking and cover separation.,DEMO-EVID-30094 package: used the service access panel layout setup for scheduled field inspection and recorded stable tool access path and inspection duration against DEMO-REQ-20094-3. Open item: routine low-voltage service walkdown and the related avoid contact with high-voltage covers during routine inspection sequence for a later campaign for DEMO-REQ-20094-3.,1,1,0,1,0,0
Verification item DEMO-REQ-20338-2: payload estimation system must update energy forecast after payload is measured at loading in loaded departure from the shovel area. Review DEMO-REQ-20338-2: energy forecast error and payload timestamp.,DEMO-EVID-30338 screen: exercised update energy forecast after payload is measured at loading under loaded departure from the shovel area; no anomaly logged against DEMO-REQ-20338-2. Reviewer note: the duration was intentionally reduced to protect prototype availability for DEMO-REQ-20338-2.,0,1,0,0,0,0
DEMO-REQ-20253-1: predictive maintenance model must identify wheel-drive bearing drift before the inspection interval for slow vibration trend growth. Acceptance DEMO-REQ-20253-1: lead time and confirmed work-order relevance.,Document package DEMO-EVID-30253 was filed under the previous requirement revision for DEMO-REQ-20253-1. Measured behaviour is technically comparable and the reviewer added a side table relating old and current acceptance wording for DEMO-REQ-20253-1.,1,0,0,0,0,1
DEMO-REQ-20400-3: charging handshake module shall retain the session authorization state during depot charging bay. Acceptance DEMO-REQ-20400-3: checks that the reviewed case stays within the documented release envelope.,DEMO-EVID-30400 engineering sign-off note: depot charging bay run captured the session authorization state on the charger event log for DEMO-REQ-20400-3. Timestamps aligned with the controller log at each review point for DEMO-REQ-20400-3. A longer endurance run is planned elsewhere and is not needed for this acceptance line for DEMO-REQ-20400-3.,0,0,0,0,0,0
DEMO-REQ-20439-3: fleet telemetry gateway shall synchronize the vehicle availability signal during controlled dust exposure. Acceptance DEMO-REQ-20439-3: checks state transition order and timestamp continuity.,DEMO-EVID-30439 QA review: controlled dust exposure run captured the vehicle availability signal on the fleet dashboard for DEMO-REQ-20439-3. The checked signal stayed within the agreed tolerance for the whole requested window for DEMO-REQ-20439-3. The charger-side alarm list was copied for information only and did not change the pass decision for DEMO-REQ-20439-3.,0,0,0,0,0,0
Release item DEMO-REQ-20460-0: autonomous haulage controller shall retain the event log for the observed restriction in the autonomous haulage controller when single-channel perception masking is active. Review DEMO-REQ-20460-0: checks crawl authorization and handover state.,DEMO-EVID-30460 field log: repeatable restriction recorded in single-channel perception masking against DEMO-REQ-20460-0. Telemetry preserved the event sequence and dispatch delay; the record is outside some neighbouring acceptance cases for DEMO-REQ-20460-0.,0,0,0,0,1,1
Release item DEMO-REQ-20175-1: service access panel layout shall notify fleet supervision before service access panel layout behaviour reduces truck availability when production dispatch monitoring is active. Review DEMO-REQ-20175-1: checks alert lead time and event context.,Assessment DEMO-EVID-30175 reports stable behaviour first and reduced margin after mud accumulation for DEMO-REQ-20175-1. Reviewers noted that the finding matters only when the requirement relies on that operating condition for DEMO-REQ-20175-1.,0,0,0,1,0,1
DEMO-REQ-20216-2: factory acceptance test station shall reproduce the commissioning sequence used at the customer site during site acceptance replay with fleet dispatch messages. Acceptance DEMO-REQ-20216-2: message timing and acceptance sign-off.,DEMO-EVID-30216 evidence note: exercised reproduce the commissioning sequence used at the customer site in site acceptance replay with fleet dispatch messages; message timing and acceptance sign-off stayed within the review window against DEMO-REQ-20216-2. Scope note: end-of-line production test and verify software configuration before the truck leaves production were not part of this run for DEMO-REQ-20216-2.,0,0,0,1,0,1
DEMO-REQ-20212-0: fleet telemetry gateway shall raise an early alert before cooling degradation causes derating during progressive pump efficiency loss. Acceptance DEMO-REQ-20212-0: alert lead time and fault progression.,Trial DEMO-EVID-30212 follows the requested signal path and then introduces cold soak for DEMO-REQ-20212-0. Measured margin moves close to the decision band but no hard stop occurs in the short observation window for DEMO-REQ-20212-0.,0,0,0,1,0,0
DEMO-REQ-20142-2: charging station handshake module shall allow workshop technicians to service the station communication gateway during scheduled overhaul during planned workshop maintenance. Acceptance DEMO-REQ-20142-2: safe isolation and documented work sequence.,Service trial DEMO-EVID-30142 completed safely with the station communication gateway for DEMO-REQ-20142-2. It required a guarded access step and the diagnostic wording did not separate configuration error from hardware replacement for DEMO-REQ-20142-2.,0,0,0,0,1,1
Customer constraint DEMO-REQ-20270-3: megawatt charging interface shall recover after an aborted high-power charging session under interrupted charging after connector temperature warning. Evidence DEMO-REQ-20270-3: reconnect timing and technician handling state.,DEMO-EVID-30270 package: used the megawatt charging interface setup for interrupted charging after connector temperature warning and recorded stable reconnect timing and technician handling state against DEMO-REQ-20270-3. Open item: nominal depot temperature and the related complete a normal charging handshake at depot temperature sequence for a later campaign for DEMO-REQ-20270-3.,0,0,0,1,0,1
DEMO-REQ-20040-3: autonomous haulage controller shall hold route accuracy through a loading-zone transition during dust at the loading berm. Acceptance DEMO-REQ-20040-3: route deviation and command continuity.,DEMO-EVID-30040 campaign: shortened profile for hold route accuracy through a loading-zone transition in dust at the loading berm against DEMO-REQ-20040-3. Result looked stable; the run length was selected for screening rather than release endurance for DEMO-REQ-20040-3.,0,1,0,1,0,0
DEMO-REQ-20214-2: predictive maintenance model shall confirm the early warning score during loaded uphill segment. Acceptance DEMO-REQ-20214-2: checks handover-screen visibility for the specified operating case.,DEMO-EVID-30214 release review entry: loaded uphill segment run captured the early warning score on the maintenance planner for DEMO-REQ-20214-2. The operator screen and backend record showed the same final state for DEMO-REQ-20214-2. Reviewers kept the neighbouring degraded-mode ticket open while closing this limited item for DEMO-REQ-20214-2.,0,0,0,0,0,0
Verification item DEMO-REQ-20046-3: battery thermal management system must allow remote product support to classify faults involving the coolant pump cartridge before dispatching parts in customer-site troubleshooting. Review DEMO-REQ-20046-3: fault context completeness and remote retrieval time.,DEMO-EVID-30046 implementation review: recorded a local reset before remote tools can read the final status after short dwell time between haul and charge against DEMO-REQ-20046-3. Engineering accepted the protective response; remote recovery timing for a separate check for DEMO-REQ-20046-3.,0,0,1,0,1,1
DEMO-REQ-20042-2: autonomous haulage controller shall report the route hold status during nominal depot temperature. Acceptance DEMO-REQ-20042-2: checks signal timing and recorded state alignment.,DEMO-EVID-30042 commissioning note: nominal depot temperature run captured the route hold status on the control dashboard for DEMO-REQ-20042-2. Recorded state changes matched the requested sequence for DEMO-REQ-20042-2. Cold-start behavior was not part of this record and is tracked under a separate demo item for DEMO-REQ-20042-2.,0,0,0,0,0,0
Verification item DEMO-REQ-20185-1: safe-stop controller must allow field technicians to inspect or replace the safe-stop input module without unnecessary disassembly in planned customer-site service. Review DEMO-REQ-20185-1: access time and diagnostic confidence.,DEMO-EVID-30185 service note: function confirmed at the machine; technicians still need physical access to the safe-stop input module for DEMO-REQ-20185-1. Workshop path is acceptable; slow for roadside troubleshooting for DEMO-REQ-20185-1.,0,0,1,0,1,1
DEMO-REQ-20255-0: route-planning module shall display the planned segment handover during warm-soak restart. Acceptance DEMO-REQ-20255-0: checks recorded value stability during the requested window.,DEMO-EVID-30255 validation memo: warm-soak restart run captured the planned segment handover on the dispatch review screen for DEMO-REQ-20255-0. Reviewers closed the observation after comparing the requested case with the captured run for DEMO-REQ-20255-0. Aborted sessions were excluded because the requirement names only the nominal stop case for DEMO-REQ-20255-0.,0,0,0,0,0,0
Customer constraint DEMO-REQ-20498-0: safe-stop controller shall bring the truck to a controlled stop after an exclusion-zone warning under personnel-zone warning input. Evidence DEMO-REQ-20498-0: stop distance and brake-command agreement.,DEMO-EVID-30498 implementation review: recorded a conservative torque reduction until the warning clears after single-channel perception degradation against DEMO-REQ-20498-0. Engineering accepted the protective response; remote recovery timing for a separate check for DEMO-REQ-20498-0.,0,1,0,1,0,0
Customer constraint DEMO-REQ-20428-0: traction inverter shall retain the event log for the observed restriction in the traction inverter under repeated low-speed ramp starts. Evidence DEMO-REQ-20428-0: warning lead time and derating transition.,Pilot log DEMO-EVID-30428 records a restricted machine state during repeated low-speed ramp starts for DEMO-REQ-20428-0. Event was captured with timestamps and recovery messages but the same note does not show that the recurrence mechanism has been removed for DEMO-REQ-20428-0.,0,0,0,0,0,1
Release item DEMO-REQ-20018-0: payload estimation system shall compare the previous and current acceptance records for the payload estimation system when requirements revision review is active. Review DEMO-REQ-20018-0: checks documented equivalence of the acceptance basis.,Document package DEMO-EVID-30018 was filed under the previous requirement revision for DEMO-REQ-20018-0. Measured behaviour is technically comparable and the reviewer added a side table relating old and current acceptance wording for DEMO-REQ-20018-0.,1,0,0,0,1,0
Customer constraint DEMO-REQ-20437-3: predictive maintenance model shall notify fleet supervision before predictive maintenance model behaviour reduces truck availability under production dispatch monitoring. Evidence DEMO-REQ-20437-3: alert lead time and event context.,DEMO-EVID-30437 package: used the predictive maintenance model setup for high but normal payload variation and recorded stable false-alert rate and operator acknowledgement against DEMO-REQ-20437-3. Open item: slow vibration trend growth and the related identify wheel-drive bearing drift before the inspection interval sequence for a later campaign for DEMO-REQ-20437-3.,1,1,0,0,0,1
DEMO-REQ-20089-0: regenerative braking controller shall allow field technicians to inspect or replace the brake-energy monitoring channel without unnecessary disassembly during planned customer-site service. Acceptance DEMO-REQ-20089-0: access time and diagnostic confidence.,Document package DEMO-EVID-30089 was filed under the previous requirement revision for DEMO-REQ-20089-0. Measured behaviour is technically comparable and the reviewer added a side table relating old and current acceptance wording for DEMO-REQ-20089-0.,0,0,0,0,1,1
Release item DEMO-REQ-20385-3: safe-stop controller shall bring the truck to a controlled stop after an exclusion-zone warning when personnel-zone warning input is active. Review DEMO-REQ-20385-3: checks stop distance and brake-command agreement.,DEMO-EVID-30385 QA note: positive result for bring the truck to a controlled stop after an exclusion-zone warning during personnel-zone warning input against DEMO-REQ-20385-3. Not evaluated: continue at limited crawl after a non-critical perception warning in single-channel perception degradation although the hardware configuration is otherwise comparable for DEMO-REQ-20385-3.,0,0,0,1,0,0
