text,text_pair
DEMO-REQ-20263-1: radar sensor package shall confirm the close-range obstacle state during scheduled commissioning route. Acceptance DEMO-REQ-20263-1: checks handover-screen visibility for the specified operating case.,DEMO-EVID-30263 release review entry: scheduled commissioning route run captured the close-range obstacle state on the commissioning tablet for DEMO-REQ-20263-1. The operator screen and backend record showed the same final state for DEMO-REQ-20263-1. Reviewers kept the neighbouring degraded-mode ticket open while closing this limited item for DEMO-REQ-20263-1.
DEMO-REQ-20199-2: electric wheel drive must notify fleet supervision before electric wheel drive behaviour reduces truck availability for production dispatch monitoring. Acceptance DEMO-REQ-20199-2: alert lead time and event context.,DEMO-EVID-30199 evidence note: exercised maintain propulsion availability after a temperature warning in continued loaded haul at reduced torque; available torque and fault escalation stayed within the review window against DEMO-REQ-20199-2. Scope note: sensor trend disagreement across a shift and separate sensor drift from actual overheating in diagnostics were not part of this run for DEMO-REQ-20199-2.
Verification item DEMO-REQ-20327-3: high-voltage battery pack must compare the previous and current acceptance records for the high-voltage battery pack in requirements revision review. Review DEMO-REQ-20327-3: documented equivalence of the acceptance basis.,Document package DEMO-EVID-30327 was filed under the previous requirement revision for DEMO-REQ-20327-3. Measured behaviour is technically comparable and the reviewer added a side table relating old and current acceptance wording for DEMO-REQ-20327-3.
DEMO-REQ-20011-0: charging station handshake module shall exchange charging limits before current ramp-up during standard charging-bay communication. Acceptance DEMO-REQ-20011-0: message order and limit agreement.,DEMO-EVID-30011 archive: old revision wording is present with a mapping note for DEMO-REQ-20011-0. Numbers look relevant; the current release line is not always named in the individual tables for DEMO-REQ-20011-0.
DEMO-REQ-20227-0: high-voltage battery pack shall limit cell-temperature spread during repeated haul cycles during alternating loaded and unloaded cycles. Acceptance DEMO-REQ-20227-0: cell delta and balancing state.,DEMO-EVID-30227 QA note: positive result for limit cell-temperature spread during repeated haul cycles during alternating loaded and unloaded cycles against DEMO-REQ-20227-0. Not evaluated: allow field replacement of one battery module without pack removal in planned field-service replacement although the hardware configuration is otherwise comparable for DEMO-REQ-20227-0.
DEMO-REQ-20377-1: software update manager shall allow field technicians to inspect or replace the software configuration manifest without unnecessary disassembly during planned customer-site service. Acceptance DEMO-REQ-20377-1: access time and diagnostic confidence.,DEMO-EVID-30377 QA note: positive result for roll back an autonomous-control package after unsuccessful deployment during interrupted over-the-air update against DEMO-REQ-20377-1. Not evaluated: keep calibration identifiers aligned across perception and planning modules in mixed-module software staging although the hardware configuration is otherwise comparable for DEMO-REQ-20377-1.
DEMO-REQ-20378-3: payload estimation system must notify fleet supervision before payload estimation system behaviour reduces truck availability for production dispatch monitoring. Acceptance DEMO-REQ-20378-3: alert lead time and event context.,Assessment DEMO-EVID-30378 reports stable behaviour first and reduced margin after high ambient temperature for DEMO-REQ-20378-3. Reviewers noted that the finding matters only when the requirement relies on that operating condition for DEMO-REQ-20378-3.
Customer constraint DEMO-REQ-20441-3: route-planning module shall keep the loaded vehicle inside the downhill speed envelope under long downhill grade with variable payload. Evidence DEMO-REQ-20441-3: speed overshoot and brake blending.,DEMO-EVID-30441 evidence note: exercised recalculate a haul segment after a temporary lane restriction in revised virtual lane boundary; path refresh time and route acceptance stayed within the review window against DEMO-REQ-20441-3. Scope note: long downhill grade with variable payload and keep the loaded vehicle inside the downhill speed envelope were not part of this run for DEMO-REQ-20441-3.
Customer constraint DEMO-REQ-20233-0: predictive maintenance model shall allow field technicians to inspect or replace the wheel-drive vibration sensor without unnecessary disassembly under planned customer-site service. Evidence DEMO-REQ-20233-0: access time and diagnostic confidence.,DEMO-EVID-30233 service note: function confirmed at the machine; technicians still need physical access to the wheel-drive vibration sensor for DEMO-REQ-20233-0. Workshop path is acceptable; slow for roadside troubleshooting for DEMO-REQ-20233-0.
Release item DEMO-REQ-20163-2: lidar and radar fusion unit shall allow field technicians to inspect or replace the radar bracket assembly without unnecessary disassembly when planned customer-site service is active. Review DEMO-REQ-20163-2: checks access time and diagnostic confidence.,DEMO-EVID-30163 campaign: shortened profile for reject false berm reflections during autonomous reversing in low-speed reverse alignment against DEMO-REQ-20163-2. Result looked stable; the run length was selected for screening rather than release endurance for DEMO-REQ-20163-2.
DEMO-REQ-20012-2: fleet telemetry gateway must allow field technicians to inspect or replace the remote diagnostic interface without unnecessary disassembly for planned customer-site service. Acceptance DEMO-REQ-20012-2: access time and diagnostic confidence.,DEMO-EVID-30012 evidence note: exercised raise an early alert before cooling degradation causes derating in progressive pump efficiency loss; alert lead time and fault progression stayed within the review window against DEMO-REQ-20012-2. Scope note: remote service review after a shift and preserve event history after a remote diagnostic session were not part of this run for DEMO-REQ-20012-2.
Customer constraint DEMO-REQ-20187-0: high-voltage battery pack shall allow workshop technicians to service the field-replaceable battery module during scheduled overhaul under planned workshop maintenance. Evidence DEMO-REQ-20187-0: safe isolation and documented work sequence.,Field-support note DEMO-EVID-30187 says the deciding status can be read only after reaching the field-replaceable battery module for DEMO-REQ-20187-0. Remote logs contain the event time but not enough detail for parts selection for DEMO-REQ-20187-0.
Verification item DEMO-REQ-20026-2: battery thermal management system must complete two uphill loaded cycles without thermal power reduction in high ambient temperature with full payload. Review DEMO-REQ-20026-2: coolant temperature and derating state.,DEMO-EVID-30026 evidence note: exercised precondition the pack before the next charging window in short dwell time between haul and charge; preconditioning duration and charger-ready state stayed within the review window against DEMO-REQ-20026-2. Scope note: high ambient temperature with full payload and complete two uphill loaded cycles without thermal power reduction were not part of this run for DEMO-REQ-20026-2.
Release item DEMO-REQ-20397-2: payload estimation system shall notify fleet supervision before payload estimation system behaviour reduces truck availability when production dispatch monitoring is active. Review DEMO-REQ-20397-2: checks alert lead time and event context.,DEMO-EVID-30397 package: used the payload estimation system setup for loaded departure from the shovel area and recorded stable energy forecast error and payload timestamp against DEMO-REQ-20397-2. Open item: rough-road suspension movement and the related avoid false overload messages during short suspension oscillations sequence for a later campaign for DEMO-REQ-20397-2.
DEMO-REQ-20485-3: safe-stop controller must bring the truck to a controlled stop after an exclusion-zone warning for personnel-zone warning input. Acceptance DEMO-REQ-20485-3: stop distance and brake-command agreement.,Assessment DEMO-EVID-30485 reports stable behaviour first and reduced margin after cold soak for DEMO-REQ-20485-3. Reviewers noted that the finding matters only when the requirement relies on that operating condition for DEMO-REQ-20485-3.
Verification item DEMO-REQ-20133-2: predictive maintenance model must allow field technicians to inspect or replace the wheel-drive vibration sensor without unnecessary disassembly in planned customer-site service. Review DEMO-REQ-20133-2: access time and diagnostic confidence.,DEMO-EVID-30133 report: earlier review ID is named; cross-reference added for DEMO-REQ-20133-2. Run content appears to use the same operating case as the current record for DEMO-REQ-20133-2.
Release item DEMO-REQ-20368-3: fleet telemetry gateway shall prevent recurrence of the observed restriction in the fleet telemetry gateway when progressive pump efficiency loss is active. Review DEMO-REQ-20368-3: checks alert lead time and fault progression.,Commissioning note DEMO-EVID-30368 shows the fleet telemetry gateway entered a restricted state during remote service review after a shift for DEMO-REQ-20368-3. Event log is complete enough for diagnosis but the behaviour remains undesirable for production flow for DEMO-REQ-20368-3.
Verification item DEMO-REQ-20319-0: service access panel layout must avoid contact with high-voltage covers during routine inspection in routine low-voltage service walkdown. Review DEMO-REQ-20319-0: clearance marking and cover separation.,Pilot log DEMO-EVID-30319 records a restricted machine state during routine low-voltage service walkdown for DEMO-REQ-20319-0. Event was captured with timestamps and recovery messages but the same note does not show that the recurrence mechanism has been removed for DEMO-REQ-20319-0.
DEMO-REQ-20260-3: autonomous haulage controller shall hold route accuracy through a loading-zone transition during dust at the loading berm. Acceptance DEMO-REQ-20260-3: route deviation and command continuity.,Trial DEMO-EVID-30260 follows the requested signal path and then introduces dust loading for DEMO-REQ-20260-3. Measured margin moves close to the decision band but no hard stop occurs in the short observation window for DEMO-REQ-20260-3.
Customer constraint DEMO-REQ-20214-3: remote diagnostic interface shall retrieve charger fault context without opening a cabinet under customer-site troubleshooting after a failed charge. Evidence DEMO-REQ-20214-3: available fault fields and retrieval time.,DEMO-EVID-30214 archive: old revision wording is present with a mapping note for DEMO-REQ-20214-3. Numbers look relevant; the current release line is not always named in the individual tables for DEMO-REQ-20214-3.
Verification item DEMO-REQ-20039-1: battery thermal management system must complete two uphill loaded cycles without thermal power reduction in high ambient temperature with full payload. Review DEMO-REQ-20039-1: coolant temperature and derating state.,DEMO-EVID-30039 implementation review: recorded a cleaning sequence that pauses part of the active view after short dwell time between haul and charge against DEMO-REQ-20039-1. Engineering accepted the protective response; remote recovery timing for a separate check for DEMO-REQ-20039-1.
Verification item DEMO-REQ-20020-2: autonomous haulage controller must hold route accuracy through a loading-zone transition in dust at the loading berm. Review DEMO-REQ-20020-2: route deviation and command continuity.,DEMO-EVID-30020 archive: old revision wording is present with a mapping note for DEMO-REQ-20020-2. Numbers look relevant; the current release line is not always named in the individual tables for DEMO-REQ-20020-2.
Customer constraint DEMO-REQ-20294-3: remote diagnostic interface shall allow field technicians to inspect or replace the charger diagnostic data set without unnecessary disassembly under planned customer-site service. Evidence DEMO-REQ-20294-3: access time and diagnostic confidence.,DEMO-EVID-30294 evidence note: exercised retrieve charger fault context without opening a cabinet in customer-site troubleshooting after a failed charge; available fault fields and retrieval time stayed within the review window against DEMO-REQ-20294-3. Scope note: remote review of a normal completed charge and separate customer-visible messages from engineering-only diagnostic fields were not part of this run for DEMO-REQ-20294-3.
DEMO-REQ-20395-3: service access panel layout must inspect the cooling-pump strainer without removing the rear guard for scheduled field inspection. Acceptance DEMO-REQ-20395-3: tool access path and inspection duration.,Assessment DEMO-EVID-30395 reports stable behaviour first and reduced margin after dust loading for DEMO-REQ-20395-3. Reviewers noted that the finding matters only when the requirement relies on that operating condition for DEMO-REQ-20395-3.
DEMO-REQ-20227-1: high-voltage battery pack must notify fleet supervision before high-voltage battery pack behaviour reduces truck availability for production dispatch monitoring. Acceptance DEMO-REQ-20227-1: alert lead time and event context.,DEMO-EVID-30227 package: used the high-voltage battery pack setup for alternating loaded and unloaded cycles and recorded stable cell delta and balancing state against DEMO-REQ-20227-1. Open item: planned field-service replacement and the related allow field replacement of one battery module without pack removal sequence for a later campaign for DEMO-REQ-20227-1.
Customer constraint DEMO-REQ-20085-2: safe-stop controller shall allow field technicians to inspect or replace the safe-stop input module without unnecessary disassembly under planned customer-site service. Evidence DEMO-REQ-20085-2: access time and diagnostic confidence.,DEMO-EVID-30085 campaign: shortened profile for bring the truck to a controlled stop after an exclusion-zone warning in personnel-zone warning input against DEMO-REQ-20085-2. Result looked stable; the run length was selected for screening rather than release endurance for DEMO-REQ-20085-2.
Release item DEMO-REQ-20231-1: charging station handshake module shall exchange charging limits before current ramp-up when standard charging-bay communication is active. Review DEMO-REQ-20231-1: checks message order and limit agreement.,DEMO-EVID-30231 package: used the charging station handshake module setup for standard charging-bay communication and recorded stable message order and limit agreement against DEMO-REQ-20231-1. Open item: temporary station queue delay and the related inform dispatch when station authorization is delayed sequence for a later campaign for DEMO-REQ-20231-1.
DEMO-REQ-20338-1: payload estimation system shall update energy forecast after payload is measured at loading during loaded departure from the shovel area. Acceptance DEMO-REQ-20338-1: energy forecast error and payload timestamp.,DEMO-EVID-30338 campaign: shortened profile for update energy forecast after payload is measured at loading in loaded departure from the shovel area against DEMO-REQ-20338-1. Result looked stable; the run length was selected for screening rather than release endurance for DEMO-REQ-20338-1.
DEMO-REQ-20457-2: software update manager shall compare the previous and current acceptance records for the software update manager during requirements revision review. Acceptance DEMO-REQ-20457-2: documented equivalence of the acceptance basis.,DEMO-EVID-30457 report: earlier review ID is named; cross-reference added for DEMO-REQ-20457-2. Run content appears to use the same operating case as the current record for DEMO-REQ-20457-2.
Release item DEMO-REQ-20245-1: safe-stop controller shall bring the truck to a controlled stop after an exclusion-zone warning when personnel-zone warning input is active. Review DEMO-REQ-20245-1: checks stop distance and brake-command agreement.,DEMO-EVID-30245 vehicle record: right subsystem is named; sensitivity appears after repeated load cycles for DEMO-REQ-20245-1. Result supports a bounded claim; weak for an unconditional release statement for DEMO-REQ-20245-1.
Verification item DEMO-REQ-20100-1: charging station handshake module must allow field technicians to inspect or replace the station communication gateway without unnecessary disassembly in planned customer-site service. Review DEMO-REQ-20100-1: access time and diagnostic confidence.,Field-support note DEMO-EVID-30100 says the deciding status can be read only after reaching the station communication gateway for DEMO-REQ-20100-1. Remote logs contain the event time but not enough detail for parts selection for DEMO-REQ-20100-1.
DEMO-REQ-20400-2: autonomous haulage controller shall allow field technicians to inspect or replace the front perception pod without unnecessary disassembly during planned customer-site service. Acceptance DEMO-REQ-20400-2: access time and diagnostic confidence.,DEMO-EVID-30400 screen: exercised hold route accuracy through a loading-zone transition under dust at the loading berm; no anomaly logged against DEMO-REQ-20400-2. Reviewer note: the duration was intentionally reduced to protect prototype availability for DEMO-REQ-20400-2.
DEMO-REQ-20375-0: service access panel layout must avoid contact with high-voltage covers during routine inspection for routine low-voltage service walkdown. Acceptance DEMO-REQ-20375-0: clearance marking and cover separation.,DEMO-EVID-30375 field log: repeatable restriction recorded in routine low-voltage service walkdown against DEMO-REQ-20375-0. Telemetry preserved the event sequence and dispatch delay; the record is outside some neighbouring acceptance cases for DEMO-REQ-20375-0.
DEMO-REQ-20125-0: safe-stop controller must bring the truck to a controlled stop after an exclusion-zone warning for personnel-zone warning input. Acceptance DEMO-REQ-20125-0: stop distance and brake-command agreement.,DEMO-EVID-30125 campaign: shortened profile for bring the truck to a controlled stop after an exclusion-zone warning in personnel-zone warning input against DEMO-REQ-20125-0. Result looked stable; the run length was selected for screening rather than release endurance for DEMO-REQ-20125-0.
DEMO-REQ-20325-3: safe-stop controller shall bring the truck to a controlled stop after an exclusion-zone warning during personnel-zone warning input. Acceptance DEMO-REQ-20325-3: stop distance and brake-command agreement.,DEMO-EVID-30325 package: used the safe-stop controller setup for personnel-zone warning input and recorded stable stop distance and brake-command agreement against DEMO-REQ-20325-3. Open item: single-channel perception degradation and the related continue at limited crawl after a non-critical perception warning sequence for a later campaign for DEMO-REQ-20325-3.
DEMO-REQ-20259-3: lidar unit shall report the scan availability flag during normal charging stop. Acceptance DEMO-REQ-20259-3: checks signal timing and recorded state alignment.,DEMO-EVID-30259 commissioning note: normal charging stop run captured the scan availability flag on the diagnostic recorder for DEMO-REQ-20259-3. Recorded state changes matched the requested sequence for DEMO-REQ-20259-3. Cold-start behavior was not part of this record and is tracked under a separate demo item for DEMO-REQ-20259-3.
Release item DEMO-REQ-20438-3: service access panel layout shall inspect the cooling-pump strainer without removing the rear guard when scheduled field inspection is active. Review DEMO-REQ-20438-3: checks tool access path and inspection duration.,DEMO-EVID-30438 vehicle record: right subsystem is named; sensitivity appears after repeated load cycles for DEMO-REQ-20438-3. Result supports a bounded claim; weak for an unconditional release statement for DEMO-REQ-20438-3.
DEMO-REQ-20025-3: camera cleaning system shall display the wash command acknowledgement during standard vibration profile. Acceptance DEMO-REQ-20025-3: checks recorded value stability during the requested window.,DEMO-EVID-30025 validation memo: standard vibration profile run captured the wash command acknowledgement on the maintenance display for DEMO-REQ-20025-3. Reviewers closed the observation after comparing the requested case with the captured run for DEMO-REQ-20025-3. Aborted sessions were excluded because the requirement names only the nominal stop case for DEMO-REQ-20025-3.
Customer constraint DEMO-REQ-20461-3: predictive maintenance model shall allow field technicians to inspect or replace the wheel-drive vibration sensor without unnecessary disassembly under planned customer-site service. Evidence DEMO-REQ-20461-3: access time and diagnostic confidence.,DEMO-EVID-30461 evidence note: exercised identify wheel-drive bearing drift before the inspection interval in slow vibration trend growth; lead time and confirmed work-order relevance stayed within the review window against DEMO-REQ-20461-3. Scope note: high but normal payload variation and avoid nuisance alerts during normal payload variation were not part of this run for DEMO-REQ-20461-3.
Customer constraint DEMO-REQ-20205-0: safe-stop controller shall bring the truck to a controlled stop after an exclusion-zone warning under personnel-zone warning input. Evidence DEMO-REQ-20205-0: stop distance and brake-command agreement.,Assessment DEMO-EVID-30205 reports stable behaviour first and reduced margin after high ambient temperature for DEMO-REQ-20205-0. Reviewers noted that the finding matters only when the requirement relies on that operating condition for DEMO-REQ-20205-0.
DEMO-REQ-20082-0: perception sensor cluster must allow field technicians to inspect or replace the sensor-cleaning nozzle block without unnecessary disassembly for planned customer-site service. Acceptance DEMO-REQ-20082-0: access time and diagnostic confidence.,DEMO-EVID-30082 QA note: positive result for detect a stationary service vehicle at the edge of the travel corridor during nominal apron visibility against DEMO-REQ-20082-0. Not evaluated: maintain object confidence while the cleaning cycle is active in wind-blown dust during shift change although the hardware configuration is otherwise comparable for DEMO-REQ-20082-0.
Verification item DEMO-REQ-20456-3: predictive maintenance model must allow field technicians to inspect or replace the wheel-drive vibration sensor without unnecessary disassembly in planned customer-site service. Review DEMO-REQ-20456-3: access time and diagnostic confidence.,DEMO-EVID-30456 package: used the predictive maintenance model setup for high but normal payload variation and recorded stable false-alert rate and operator acknowledgement against DEMO-REQ-20456-3. Open item: slow vibration trend growth and the related identify wheel-drive bearing drift before the inspection interval sequence for a later campaign for DEMO-REQ-20456-3.
DEMO-REQ-20401-3: route-planning module shall recalculate a haul segment after a temporary lane restriction during revised virtual lane boundary. Acceptance DEMO-REQ-20401-3: path refresh time and route acceptance.,Simulation file DEMO-EVID-30401 describes thermal self-protection before the next dispatch command for the route-planning module during long downhill grade with variable payload for DEMO-REQ-20401-3. Response protects the machine state but changes what downstream dispatch sees for DEMO-REQ-20401-3.
Customer constraint DEMO-REQ-20272-1: fleet telemetry gateway shall allow workshop technicians to service the remote diagnostic interface during scheduled overhaul under planned workshop maintenance. Evidence DEMO-REQ-20272-1: safe isolation and documented work sequence.,Field-support note DEMO-EVID-30272 says the deciding status can be read only after reaching the remote diagnostic interface for DEMO-REQ-20272-1. Remote logs contain the event time but not enough detail for parts selection for DEMO-REQ-20272-1.
DEMO-REQ-20271-3: remote diagnostic interface must allow field technicians to inspect or replace the charger diagnostic data set without unnecessary disassembly for planned customer-site service. Acceptance DEMO-REQ-20271-3: access time and diagnostic confidence.,DEMO-EVID-30271 evidence note: exercised separate customer-visible messages from engineering-only diagnostic fields in remote review of a normal completed charge; message classification and access-control state stayed within the review window against DEMO-REQ-20271-3. Scope note: customer-site troubleshooting after a failed charge and retrieve charger fault context without opening a cabinet were not part of this run for DEMO-REQ-20271-3.
DEMO-REQ-20454-3: remote diagnostic interface shall retain the event log for the observed restriction in the remote diagnostic interface during remote review of a normal completed charge. Acceptance DEMO-REQ-20454-3: message classification and access-control state.,Pilot log DEMO-EVID-30454 records a restricted machine state during remote review of a normal completed charge for DEMO-REQ-20454-3. Event was captured with timestamps and recovery messages but the same note does not show that the recurrence mechanism has been removed for DEMO-REQ-20454-3.
Release item DEMO-REQ-20251-1: regenerative braking controller shall blend regenerative and friction braking on downhill hauls when long descending haul road with high payload is active. Review DEMO-REQ-20251-1: checks brake balance and speed stability.,Document package DEMO-EVID-30251 was filed under the previous requirement revision for DEMO-REQ-20251-1. Measured behaviour is technically comparable and the reviewer added a side table relating old and current acceptance wording for DEMO-REQ-20251-1.
Verification item DEMO-REQ-20082-3: perception sensor cluster must notify fleet supervision before perception sensor cluster behaviour reduces truck availability in production dispatch monitoring. Review DEMO-REQ-20082-3: alert lead time and event context.,DEMO-EVID-30082 evidence note: exercised detect a stationary service vehicle at the edge of the travel corridor in nominal apron visibility; detection confidence and classification stability stayed within the review window against DEMO-REQ-20082-3. Scope note: wind-blown dust during shift change and maintain object confidence while the cleaning cycle is active were not part of this run for DEMO-REQ-20082-3.
Release item DEMO-REQ-20289-2: regenerative braking controller shall allow field technicians to inspect or replace the brake-energy monitoring channel without unnecessary disassembly when planned customer-site service is active. Review DEMO-REQ-20289-2: checks access time and diagnostic confidence.,DEMO-EVID-30289 report: earlier review ID is named; cross-reference added for DEMO-REQ-20289-2. Run content appears to use the same operating case as the current record for DEMO-REQ-20289-2.
DEMO-REQ-20152-3: fleet telemetry gateway shall detect and report the observed restriction in the fleet telemetry gateway during remote service review after a shift. Acceptance DEMO-REQ-20152-3: log completeness and upload confirmation.,Pilot log DEMO-EVID-30152 records a restricted machine state during remote service review after a shift for DEMO-REQ-20152-3. Event was captured with timestamps and recovery messages but the same note does not show that the recurrence mechanism has been removed for DEMO-REQ-20152-3.
DEMO-REQ-20474-1: GNSS-denied localization module shall publish the localization quality value during standard payload class. Acceptance DEMO-REQ-20474-1: checks repeatability across the agreed demonstration sequence.,DEMO-EVID-30474 supplier-quality screen: standard payload class run captured the localization quality value on the fleet monitor for DEMO-REQ-20474-1. Dashboard values matched the archived vehicle stream for DEMO-REQ-20474-1. Higher payload classes remain outside this acceptance check by design for DEMO-REQ-20474-1.
Verification item DEMO-REQ-20332-3: battery thermal management system must notify fleet supervision before battery thermal management system behaviour reduces truck availability in production dispatch monitoring. Review DEMO-REQ-20332-3: alert lead time and event context.,DEMO-EVID-30332 QA note: positive result for precondition the pack before the next charging window during short dwell time between haul and charge against DEMO-REQ-20332-3. Not evaluated: complete two uphill loaded cycles without thermal power reduction in high ambient temperature with full payload although the hardware configuration is otherwise comparable for DEMO-REQ-20332-3.
Customer constraint DEMO-REQ-20453-3: predictive maintenance model shall detect and report the observed restriction in the predictive maintenance model under high but normal payload variation. Evidence DEMO-REQ-20453-3: false-alert rate and operator acknowledgement.,Commissioning note DEMO-EVID-30453 shows the predictive maintenance model entered a restricted state during high but normal payload variation for DEMO-REQ-20453-3. Event log is complete enough for diagnosis but the behaviour remains undesirable for production flow for DEMO-REQ-20453-3.
DEMO-REQ-20236-3: traction inverter must notify fleet supervision before traction inverter behaviour reduces truck availability for production dispatch monitoring. Acceptance DEMO-REQ-20236-3: alert lead time and event context.,Assessment DEMO-EVID-30236 reports stable behaviour first and reduced margin after thermal cycling for DEMO-REQ-20236-3. Reviewers noted that the finding matters only when the requirement relies on that operating condition for DEMO-REQ-20236-3.
DEMO-REQ-20187-1: high-voltage battery pack shall allow remote product support to classify faults involving the field-replaceable battery module before dispatching parts during customer-site troubleshooting. Acceptance DEMO-REQ-20187-1: fault context completeness and remote retrieval time.,Service trial DEMO-EVID-30187 completed safely with the field-replaceable battery module for DEMO-REQ-20187-1. It required a guarded access step and the diagnostic wording did not separate configuration error from hardware replacement for DEMO-REQ-20187-1.
DEMO-REQ-20383-3: payload estimation system shall acknowledge the payload class report during planned shift handover. Acceptance DEMO-REQ-20383-3: checks dashboard agreement with the controller log.,DEMO-EVID-30383 FAT record: planned shift handover run captured the payload class report on the operator handover log for DEMO-REQ-20383-3. The station and vehicle traces ended with the same accepted status for DEMO-REQ-20383-3. Mud spray was noted in the logbook but did not enter this requested checkout for DEMO-REQ-20383-3.
Release item DEMO-REQ-20034-3: perception sensor cluster shall allow field technicians to inspect or replace the sensor-cleaning nozzle block without unnecessary disassembly when planned customer-site service is active. Review DEMO-REQ-20034-3: checks access time and diagnostic confidence.,DEMO-EVID-30034 QA note: positive result for maintain object confidence while the cleaning cycle is active during wind-blown dust during shift change against DEMO-REQ-20034-3. Not evaluated: detect a stationary service vehicle at the edge of the travel corridor in nominal apron visibility although the hardware configuration is otherwise comparable for DEMO-REQ-20034-3.
DEMO-REQ-20198-0: regenerative braking controller must protect the battery when the pack cannot accept full regeneration for high state of charge near the dump point. Acceptance DEMO-REQ-20198-0: regen limit request and fallback timing.,DEMO-EVID-30198 QA note: positive result for blend regenerative and friction braking on downhill hauls during long descending haul road with high payload against DEMO-REQ-20198-0. Not evaluated: protect the battery when the pack cannot accept full regeneration in high state of charge near the dump point although the hardware configuration is otherwise comparable for DEMO-REQ-20198-0.
DEMO-REQ-20012-1: safe-stop controller shall store the safe-stop completion event during regular service interval. Acceptance DEMO-REQ-20012-1: checks station log alignment with the vehicle event stream.,DEMO-EVID-30012 field support note: regular service interval run captured the safe-stop completion event on the event review tool for DEMO-REQ-20012-1. The replayed vehicle log followed the acceptance sequence without manual correction for DEMO-REQ-20012-1. Service-panel removal was not exercised because no access task is required by the item for DEMO-REQ-20012-1.
Verification item DEMO-REQ-20192-3: fleet telemetry gateway must allow field technicians to inspect or replace the remote diagnostic interface without unnecessary disassembly in planned customer-site service. Review DEMO-REQ-20192-3: access time and diagnostic confidence.,DEMO-EVID-30192 QA note: positive result for raise an early alert before cooling degradation causes derating during progressive pump efficiency loss against DEMO-REQ-20192-3. Not evaluated: preserve event history after a remote diagnostic session in remote service review after a shift although the hardware configuration is otherwise comparable for DEMO-REQ-20192-3.
DEMO-REQ-20443-3: lidar and radar fusion unit shall reject false berm reflections during autonomous reversing during low-speed reverse alignment. Acceptance DEMO-REQ-20443-3: false-positive rate and stopping margin.,DEMO-EVID-30443 vehicle record: right subsystem is named; sensitivity appears after payload variation for DEMO-REQ-20443-3. Result supports a bounded claim; weak for an unconditional release statement for DEMO-REQ-20443-3.
Customer constraint DEMO-REQ-20480-2: autonomous haulage controller shall hold route accuracy through a loading-zone transition under dust at the loading berm. Evidence DEMO-REQ-20480-2: route deviation and command continuity.,DEMO-EVID-30480 bench record: one representative sequence for hold route accuracy through a loading-zone transition during dust at the loading berm against DEMO-REQ-20480-2. It is useful for early comparison but does not repeat the full acceptance window for DEMO-REQ-20480-2.
Verification item DEMO-REQ-20071-0: charging station handshake module must inform dispatch when station authorization is delayed in temporary station queue delay. Review DEMO-REQ-20071-0: dispatch status and timeout escalation.,DEMO-EVID-30071 QA note: positive result for exchange charging limits before current ramp-up during standard charging-bay communication against DEMO-REQ-20071-0. Not evaluated: inform dispatch when station authorization is delayed in temporary station queue delay although the hardware configuration is otherwise comparable for DEMO-REQ-20071-0.
DEMO-REQ-20064-1: GNSS-denied localization module must allow field technicians to inspect or replace the localization reference unit without unnecessary disassembly for planned customer-site service. Acceptance DEMO-REQ-20064-1: access time and diagnostic confidence.,DEMO-EVID-30064 QA note: positive result for resume map alignment after leaving a covered approach during transition back to open-sky operation against DEMO-REQ-20064-1. Not evaluated: maintain pose quality without satellite reference in covered crusher approach although the hardware configuration is otherwise comparable for DEMO-REQ-20064-1.
Release item DEMO-REQ-20047-3: high-voltage battery pack shall allow remote product support to classify faults involving the field-replaceable battery module before dispatching parts when customer-site troubleshooting is active. Review DEMO-REQ-20047-3: checks fault context completeness and remote retrieval time.,Simulation file DEMO-EVID-30047 describes a conservative torque reduction until the warning clears for the high-voltage battery pack during planned field-service replacement for DEMO-REQ-20047-3. Response protects the machine state but changes what downstream dispatch sees for DEMO-REQ-20047-3.
Verification item DEMO-REQ-20014-0: remote diagnostic interface must retrieve charger fault context without opening a cabinet in customer-site troubleshooting after a failed charge. Review DEMO-REQ-20014-0: available fault fields and retrieval time.,DEMO-EVID-30014 bench record: one representative sequence for retrieve charger fault context without opening a cabinet during customer-site troubleshooting after a failed charge against DEMO-REQ-20014-0. It is useful for early comparison but does not repeat the full acceptance window for DEMO-REQ-20014-0.
DEMO-REQ-20224-0: GNSS-denied localization module shall resume map alignment after leaving a covered approach during transition back to open-sky operation. Acceptance DEMO-REQ-20224-0: reacquisition time and route-latch behaviour.,DEMO-EVID-30224 package: used the GNSS-denied localization module setup for transition back to open-sky operation and recorded stable reacquisition time and route-latch behaviour against DEMO-REQ-20224-0. Open item: covered crusher approach and the related maintain pose quality without satellite reference sequence for a later campaign for DEMO-REQ-20224-0.
Customer constraint DEMO-REQ-20345-3: safe-stop controller shall bring the truck to a controlled stop after an exclusion-zone warning under personnel-zone warning input. Evidence DEMO-REQ-20345-3: stop distance and brake-command agreement.,Document package DEMO-EVID-30345 was filed under the previous requirement revision for DEMO-REQ-20345-3. Measured behaviour is technically comparable and the reviewer added a side table relating old and current acceptance wording for DEMO-REQ-20345-3.
